Autor_Art,Autor_Ref,Decada,Num_Ref
M Elzo,Turlington L M,2010,1
A Jimenez,Kempthorne Oscar,2010,1
A Jimenez,Milliken G A,2010,1
A Jimenez,Lopes P S,2010,1
N Acosta Baena,Stevens J C,2010,1
N Acosta Baena,Reisberg B,2010,1
J C Salazar,Meyer D,2010,2
J C Salazar,Lander E S,2010,2
E Davila,Kojadinovic I,2010,1
L A Lopez P,López L A,2010,1
L G Diaz Monroy,Cely B,2010,1
L G Diaz Monroy,Durrant W,2010,1
L G Diaz Monroy,Fang Y,2010,1
L G Diaz Monroy,Mccullagh P M,2010,1
F J Torres Aviles,Jara A,2010,1
F J Torres Aviles,Varela D,2010,2
F J Torres Aviles,Omre O,2010,1
G Icaza,Andia M,2010,1
G Icaza,Ng K W,2010,1
G Icaza,Sinsheimer J S,2010,1
R B Arellano Valle,Thomas A C,2010,1
M Catalan,Stowe R L,2010,1
M P Galindo,Lim W,2010,1
M P Galindo,Ives N J,2010,1
J Martin,Riesco J A,2010,1
L F Grajalies,Cerón-Muñoz M F,2010,1
A Jimenez,Fedegan,2010,1
A Jimenez,Bonilha S F M,2010,1
C M Lopera Gomez,Meeker W L,2010,1
M Catalan,Lim W,2010,1
C A Martinez,Mercadante M E Z,2010,1
C A Martinez,Van Soest P J,2010,1
V Leiva,Gurevitch J,2010,1
V Leiva,Schmidt F L,2010,1
V Leiva,Oh I,2010,1
V Leiva,Hayes T L,2010,1
V Leiva,Omar R Z,2010,1
V Leiva,Zhou H,2010,1
V Leiva,Zhang J,2010,1
V Leiva,Hu Z,2010,1
M Montero,Jutsum P,2010,1
M Montero,Roche A F,2010,1
M Montero,Rosso P,2010,2
M Montero,Montes N,2010,1
M Montero,Quené H,2010,1
M Montero,Huub V D B,2010,1
M Montero,Rasmussen K M,2010,1
M Montero,Díaz A G,2010,1
M E Diaz,Montero M,2010,6
M E Diaz,Moreno V,2010,5
M E Diaz,Jutsum P,2010,1
M E Diaz,Sorhaindo B,2010,1
M E Diaz,Lohman T G,2010,1
M E Diaz,Lubin J H,2010,1
M E Diaz,Blot W J,2010,1
M E Diaz,Visco G,2010,1
M E Diaz,Rasbash J,2010,1
M E Diaz,Lewis T O,2010,1
M E Diaz,Yaktine A L,2010,1
S Jimenez,Wong I,2010,5
S Jimenez,Moreno V,2010,5
S Jimenez,Efron B,2010,1
S Jimenez,Iom,2010,2
S Jimenez,Anderson M A,2010,1
S Jimenez,Laird N M,2010,1
S Jimenez,Martorell R,2010,1
S Jimenez,Blot W J,2010,1
S Jimenez,Flamant R,2010,1
S Jimenez,Gillis C R,2010,1
S Jimenez,Rosso P,2010,2
S Jimenez,Sanmarful E Lantigua G,2010,1
S Jimenez,Healy M J,2010,1
I Wong,Beacon H J,2010,1
I Wong,Jiménez S,2010,5
I Wong,Moreno V,2010,5
I Wong,Krasovec K,2010,1
I Wong,Laird N M,2010,1
I Wong,Berrino F,2010,1
I Wong,Monk M,2010,1
I Wong,Huub V D B,2010,1
I Wong,Browne M W,2010,1
I Wong,Yang M,2010,1
I Wong,Healy M J,2010,1
I Wong,Woodhouse G,2010,1
I Wong,Rasmussen K M,2010,1
I Wong,Yaktine A L,2010,1
I Wong,Belitzky R,2010,1
I Wong,Delgado L,2010,1
I Wong,Who,2010,1
V Moreno,Jiménez S,2010,5
V Moreno,Moreno V,2010,5
V Moreno,Gueri M,2010,1
V Moreno,Sorhaindo B,2010,1
V Moreno,Krasovec K,2010,1
V Moreno,Lohman T G,2010,1
V Moreno,Roche A F,2010,1
V Moreno,Martorell R,2010,1
V Moreno,Berrino F,2010,1
V Moreno,Schmäwhl D,2010,1
V Moreno,Rosso P,2010,2
V Moreno,Rasbash J,2010,1
V Moreno,Yang M,2010,1
V Moreno,Woodhouse G,2010,1
V Moreno,Langford I,2010,1
R Singh,Bean L L,2010,1
R Singh,Cox D R,2010,1
R Singh,Dwivedi S,2010,1
R Singh,Pandey A,2010,2
R Singh,Kaplan E L,2010,1
R Singh,Vaughan B,2010,1
R Singh,Heaton T B,2010,1
R Singh,Palloni A,2010,1
R Singh,Mcdonald J B,2010,1
R Singh,Srinivasan K,2010,1
R Singh,Charles H,2010,1
R Singh,Martin L,2010,1
R Singh,Fledman R,2010,1
R Singh,Unfpa,2010,1
R Singh,Cessie S,2010,1
V Tripathi,Fleming T R,2010,1
V Tripathi,Fisher L,2010,1
V Tripathi,Langworthy A,2010,1
V Tripathi,Efron B,2010,1
V Tripathi,Fox J,2010,1
V Tripathi,Retherford R,2010,1
V Tripathi,Mishra V,2010,1
V Tripathi,Pabley A R,2010,1
V Tripathi,Namboodiri K,2010,1
V Tripathi,Chamratrithirong A,2010,1
V Tripathi,Hobcraft J,2010,1
V Tripathi,Ahuja R K,2010,1
V Tripathi,Charles H,2010,1
V Tripathi,Martin L,2010,1
V Tripathi,Concepcion M,2010,1
M Kalaivant,Anderson D L,2010,1
M Kalaivant,Bean L L,2010,1
M Kalaivant,Blanchard R,2010,1
M Kalaivant,Davanzo J,2010,2
M Kalaivant,Starbird E,2010,1
M Kalaivant,Grambsch P M,2010,1
M Kalaivant,Dwivedi S,2010,1
M Kalaivant,Retherford R,2010,1
M Kalaivant,Harrell F E,2010,2
M Kalaivant,Mark D B,2010,1
M Kalaivant,International Institute For Population Sciences,2010,2
M Kalaivant,Meier P,2010,1
M Kalaivant,Oheneba-Sakyi Y,2010,1
M Kalaivant,Rehman M,2010,1
M Kalaivant,Singh R,2010,1
M Kalaivant,Fledman R,2010,1
M Kalaivant,Unfpa,2010,1
M Kalaivant,Cessie S,2010,1
K Singh,Davanzo J,2010,2
K Singh,Fleming T R,2010,1
K Singh,Langworthy A,2010,1
K Singh,Efron B,2010,1
K Singh,Fox J,2010,1
K Singh,Gandotra M,2010,1
K Singh,Luther N,2010,1
K Singh,Mishra V,2010,1
K Singh,International Institute For Population Sciences,2010,2
K Singh,Mahmud M,2010,1
K Singh,Islam M Q,2010,1
K Singh,Namboodiri K,2010,1
K Singh,Hantamala R,2010,1
K Singh,Hobcraft J,2010,1
K Singh,Singh R,2010,1
K Singh,Ahuja R K,2010,1
K Singh,Swenson I,2010,1
K Singh,Charles H,2010,1
K Singh,Concepcion M,2010,1
K Singh,Cessie S,2010,1
S N Dwivedi,Blanchard R,2010,1
S N Dwivedi,Davanzo J,2010,2
S N Dwivedi,Dickson E,2010,1
S N Dwivedi,International Institute For Population Sciences,2010,2
S N Dwivedi,Kleinbaum D G,2010,1
S N Dwivedi,Mahmud M,2010,1
S N Dwivedi,Islam M Q,2010,1
S N Dwivedi,Heaton T B,2010,1
S N Dwivedi,Ojha A,2010,1
S N Dwivedi,Palloni A,2010,1
S N Dwivedi,Podhisita C,2010,1
S N Dwivedi,Rodriguez G,2010,1
S N Dwivedi,Begum S,2010,1
S N Dwivedi,Charles H,2010,1
S N Dwivedi,Martin L,2010,1
S N Dwivedi,Abu Bakar D,2010,1
S N Dwivedi,Unfpa,2010,1
S N Dwivedi,Van Houwelingen J C,2010,1
S N Dwivedi,Cessie S,2010,1
A Ramirez,Barreira M,2010,1
A Ramirez,Blackorby C,2010,1
A Ramirez,Chern W,2010,1
A Ramirez,Ishibashi K,2010,1
A Ramirez,Taniguchi K,2010,1
A Ramirez,Wahl T,2010,2
A Ramirez,Zhou Z,2010,1
A Ramirez,Cox R D,2010,1
A Ramirez,Huang J Z,2010,1
A Ramirez,Rozelle S,2010,1
A Ramirez,Shenggen F,2010,1
A Ramirez,Wailes E,2010,1
C E Pardo,C,2010,1
C E Pardo,Cailliéz F,2010,1
C E Pardo,Escofier B,2010,5
C E Pardo,Husson F,2010,1
C E Pardo,Le S,2010,1
C E Pardo,Pardo C E,2010,2
C E Pardo,R Development Core Team,2010,1
C E Pardo,Ramírez J R,2010,1
C E Pardo,Martínez G A,2010,1
C E Pardo,Van Der Heijden P G M,2010,2
M Becue Bertaut,C,2010,1
M Becue Bertaut,Escofier B,2010,5
M Becue Bertaut,Josse J,2010,1
M Becue Bertaut,Mazet J,2010,1
M Becue Bertaut,Necsulea A,2010,1
M Becue Bertaut,Lebreton J,2010,1
M Becue Bertaut,Olivier J,2010,1
M Becue Bertaut,De Leeuw J,2010,1
J E Ortiz,Cailliéz F,2010,1
J E Ortiz,Husson F,2010,1
J E Ortiz,Laloë D,2010,1
J E Ortiz,Lebart L,2010,2
J E Ortiz,Necsulea A,2010,1
J E Ortiz,Delcampo P,2010,1
J E Ortiz,Ramírez J R,2010,1
J E Ortiz,Lebreton J,2010,1
F O Lopez,Buckley J G,2010,1
F O Lopez,Cne,2010,1
F O Lopez,Cribari Neto F,2010,2
F O Lopez,Madsen L,2010,1
F O Lopez,Temesgen H,2010,1
F O Lopez,Giovanetti A C,2010,1
F O Lopez,Balakrishna N,2010,1
F O Lopez,D,2010,1
F O Lopez,Martyn P,2010,1
F O Lopez,Nelder J A,2010,1
F O Lopez,R Development Core Team,2010,1
F O Lopez,Santos L A,2010,1
F O Lopez,Qiu Z,2010,1
F O Lopez,Van Der Linde A,2010,1
F O Lopez,Sturtz S,2010,1
F Ortiz,Chiou J M,2010,2
F Ortiz,Müller H Wang J,2010,1
F Ortiz,Müller H,2010,1
F Ortiz,Carey J,2010,1
F Ortiz,Ying L H,2010,1
F Ortiz,Weir V H,2010,1
F Ortiz,Melo O O,2010,1
F Ortiz,Hasenbrin G,2010,1
F Ortiz,Ludwig J,2010,1
F Ortiz,Kschischo M,2010,1
F Ortiz,Boyce M S,2010,1
F Ortiz,Lucas J M,2010,1
F Ortiz,Magnus J R,2010,1
F Ortiz,Mead R,2010,1
F Ortiz,Verbeke G,2010,1
F Ortiz,Gallego Díaz J F,2010,1
J C Rivera,Box G B P,2010,3
J C Rivera,Wilson K B,2010,1
J C Rivera,Müller H Wang J,2010,1
J C Rivera,Müller H,2010,1
J C Rivera,Wang J L,2010,1
J C Rivera,Odom T W,2010,1
J C Rivera,Senor M A,2010,1
J C Rivera,Weir V H,2010,1
J C Rivera,Allen D M,2010,1
J C Rivera,Lichtenberg-Fraté H,2010,1
J C Rivera,Lucas J M,2010,1
J C Rivera,Mead R,2010,1
J C Rivera,Gallego Díaz J F,2010,1
J C Rivera,Potthoff R,2010,1
J C Rivera,Srivastava M S,2010,1
J C Rivera,Verbyla A P,2010,1
O O Melo,Draper N R,2010,3
O O Melo,Wilson K B,2010,1
O O Melo,Davidian M,2010,1
O O Melo,Elsslander R V T,2010,1
O O Melo,Hill W J,2010,1
O O Melo,Kahm M,2010,1
O O Melo,Fang K,2010,1
G Martinez Florez,Barndorff Nielsen O E,2010,1
G Martinez Florez,Efron B,2010,4
G Martinez Florez,Tibshirani R J,2010,1
G Martinez Florez,Bolfarine H,2010,15
G Martinez Florez,Chang F C,2010,1
G Martinez Florez,Gupta D,2010,2
G Martinez Florez,Mudholkar G S,2010,2
G Moreno Arenas,Castillo E,2010,2
G Moreno Arenas,Hadi A,2010,2
G Moreno Arenas,Chiogna M,2010,1
G Moreno Arenas,Lee C W,2010,2
G Moreno Arenas,Steel M F J,2010,2
G Moreno Arenas,Chang F C,2010,1
G Moreno Arenas,Lehmann E L,2010,1
G Moreno Arenas,Roberts C,2010,1
S Vergara Cardozo,Akaike H A,2010,2
S Vergara Cardozo,Chiogna M,2010,2
S Vergara Cardozo,F,2010,1
S Vergara Cardozo,Bolfarine H,2010,2
S Vergara Cardozo,Chang F C,2010,1
G Martinez Florez,Branco M D,2010,1
G Martinez Florez,Diciccio J T,2010,1
G Martinez Florez,Monti A C,2010,1
G Martinez Florez,Ideam,2010,1
S Vergara Cardozo,Diciccio J T,2010,1
S Vergara Cardozo,Monti A C,2010,1
S Vergara Cardozo,Lin G D,2010,1
S Vergara Cardozo,Bottai M,2010,1
L M Gonzalez,Akaike H A,2010,1
L M Gonzalez,Beaver R,2010,1
L M Gonzalez,Ideam,2010,1
L M Gonzalez,Lin G D,2010,1
L M Gonzalez,Stoyanov J,2010,1
L M Gonzalez,R Development Core Team,2010,1
G Ozel Kadilar,Randolph P,2010,1
G Ozel Kadilar,G,2010,1
M Naveed Shahzad,Bandourian R,2010,1
M Naveed Shahzad,Bílková D,2010,1
M Naveed Shahzad,Desa M N M,2010,1
M Naveed Shahzad,Quintano C,2010,1
M Naveed Shahzad,Zakaria Z A,2010,2
Z Asghar,Turley R S,2010,1
Z Asghar,Mala I,2010,1
Z Asghar,Kassim A H M,2010,1
Z Asghar,Elamir E A,2010,3
Z Asghar,Zakaria Z A,2010,2
R A Perez,Fillard P,2010,2
R A Perez,Fletcher P T,2010,1
R A Perez,Grenander U,2010,1
R A Perez,Richards D S P,2010,1
R A Perez,Luders E,2010,1
R A Perez,Wold S,2010,1
R A Perez,Esbensen K,2010,1
R A Perez,Geladi P,2010,1
R A Perez,Lindberg W,2010,1
R A Perez,Marron J S,2010,1
R A Perez,Chen Y S,2010,1
G Gonzalez Farias,Fillard P,2010,2
G Gonzalez Farias,Pennec X,2010,2
G Gonzalez Farias,Barmpoutis A,2010,1
G Gonzalez Farias,Vemuri B C,2010,1
G Gonzalez Farias,Shepher T M,2010,1
G Gonzalez Farias,Atkinson D,2010,1
G Gonzalez Farias,Fingelkurts A A,2010,1
G Gonzalez Farias,Lepore N,2010,1
G Gonzalez Farias,Thompson P M,2010,1
G Gonzalez Farias,Geladi P,2010,1
G Gonzalez Farias,Zhu H T,2010,1
S Kumar Yadav,Sahoo L,2010,1
S Kumar Yadav,Smarandache F,2010,1
S Kumar Yadav,Srivenkataramana T,2010,1
C Kadilar,Reddy V,2010,2
C Kadilar,Karpe N,2010,1
C Kadilar,Kumar S,2010,1
C Kadilar,Vishwakarma G,2010,1
C Kadilar,Sawan N,2010,1
C Kadilar,Subramani J,2010,1
C Kadilar,Chatterjee S,2010,1
A Garcia Hiernaux,Casals J,2010,3
A Garcia Hiernaux,García Hiernaux A,2010,2
A Garcia Hiernaux,Poskitt D S,2010,1
A Garcia Hiernaux,Tsay R S,2010,1
A H Joarder,Davies R,2010,1
A H Joarder,Glynn P,2010,1
A H Joarder,Gradshteyn I S,2010,1
A H Joarder,Webster J T,2010,1
A H Joarder,Joarder A H,2010,4
A H Joarder,Laradji A,2010,1
A H Joarder,Omar M,2010,3
A H Joarder,Hagis P,2010,1
A H Joarder,Provost S,2010,1
M Hafidz Omar,Ahmed S E,2010,1
M Hafidz Omar,Webster J T,2010,1
M Hafidz Omar,Kotz S,2010,1
M Hafidz Omar,Steinberg L,2010,1
M Hafidz Omar,Provost S,2010,1
A K Gupta,Inglehart D,2010,1
A K Gupta,Ramig P,2010,1
A K Gupta,Cole N,2010,2
A K Gupta,Gleser L J,2010,1
A K Gupta,Varga T,2010,1
A K Gupta,Kendall M G,2010,1
A K Gupta,Sugiyama T,2010,1
A K Gupta,Modarres R,2010,3
B E Johnson,Aitkin M A,2010,2
B E Johnson,Lee Y S,2010,1
V Leiva,Collins R,2010,1
M E Diaz,Iom,2010,2
S Jimenez,Berrino F,2010,1
S Jimenez,Delgado L,2010,1
V Moreno,Raudenbush S W,2010,1
V Moreno,Plewis I,2010,1
R Singh,Gandotra M,2010,1
M Kalaivant,Hantamala R,2010,1
K Singh,Dickson E,2010,1
K Singh,Heaton T B,2010,1
S N Dwivedi,Langworthy A,2010,1
S N Dwivedi,Menken J,2010,1
S N Dwivedi,Ahuja R K,2010,1
A Ramirez,Duarte F,2010,1
A Ramirez,Gao X,2010,1
A Ramirez,Parton K,2010,1
A Ramirez,Rae A,2010,1
A Ramirez,Sulgham A,2010,1
C E Pardo,Delcampo P,2010,1
C E Pardo,De Falguerolles A,2010,1
F O Lopez,Gamerman D,2010,1
F O Lopez,Page A,2010,1
G Martinez Florez,Akaike H A,2010,5
G Martinez Florez,Eugene N,2010,2
G Martinez Florez,Huang W J,2010,1
S Vergara Cardozo,Patriota A,2010,1
L M Gonzalez,Gupta R D,2010,1
G Ozel Kadilar,Gudowska-Nowak E,2010,1
R A Perez,Kim P T,2010,1
R A Perez,Dutton R A,2010,1
R A Perez,Becker J T,2010,1
G Gonzalez Farias,Hall C,2010,1
G Gonzalez Farias,Sjöström M,2010,1
A Garcia Hiernaux,Pierce D A,2010,1
A H Joarder,Ryzhik I M,2010,1
M Hafidz Omar,Bausch J,2010,1
M Hafidz Omar,Hagis P,2010,1
S Jimenez,Díaz M E,2010,6
V Tripathi,Chandra P Dwivedi S N,2010,1
F O Lopez,Kotz S,2010,1
J C Rivera,Potter G D,2010,1
S Vergara Cardozo,Gupta R,2010,1
C Kadilar,Isaki C T,2010,1
V Tripathi,Oheneba-Sakyi Y,2010,1
G Ozel Kadilar,Yashin A,2010,1
V Moreno,Jutsum P,2010,1
B E Johnson,Konishi S,2010,4
B E Johnson,Sugiyama T,2010,1
B E Johnson,Kullback S,2010,2
B E Johnson,Siotani M,2010,1
B E Johnson,Fujikoshi Y,2010,1
D K Nagar,Fraser D A S,2010,1
D K Nagar,Lee Y S,2010,1
D K Nagar,Browne M W,2010,1
D K Nagar,Kaplan E L,2010,1
D K Nagar,Schott J R,2010,1
A Pak,Banerjee A,2010,1
A Pak,Prade H,2010,1
A Pak,Chou C,2010,1
A Pak,Huang Y L,2010,1
A Pak,Ng H K T,2010,1
A Pak,Qiao O,2010,1
A Pak,Tierney L,2010,1
A Pak,Watkins A J,2010,1
G A Parham,Sinclair C,2010,1
G A Parham,Kundu D,2010,2
G A Parham,Zhu H,2010,1
G A Parham,Helu A,2010,1
G A Parham,Krishna H,2010,1
G A Parham,Lin C J,2010,1
G A Parham,Qiao O,2010,1
G A Parham,Tsokos C P,2010,1
M Saraj,Ageel M I,2010,1
M Saraj,Al-Baidhani P A,2010,1
M Saraj,Sinclair C,2010,1
M Saraj,Dubois D,2010,1
M Saraj,Prade H,2010,1
M Saraj,Helu A,2010,1
M Saraj,Lin C J,2010,1
M Saraj,Wang Z,2010,1
M Saraj,Press S J,2010,1
M Saraj,Tan Z,2010,1
M Saraj,Zadeh L A,2010,1
F A Moala,Apolloni B,2010,1
F A Moala,Berger J O,2010,1
F A Moala,Reid N,2010,1
F A Moala,Gilks W R,2010,1
F A Moala,Kirby A,2010,1
F A Moala,Jeffreys S H,2010,1
F A Moala,Smith A F M,2010,1
F A Moala,Roberts G,2010,1
F A Moala,Son Y,2010,1
F A Moala,Zimmer D M,2010,2
P L Ramos,Reid N,2010,1
P L Ramos,Spiegelhalter D J,2010,1
J A Achcar,Smith F M,2010,1
J A Achcar,Kundu D,2010,1
J A Achcar,Oh M S,2010,1
J A Achcar,Trivedi P K,2010,2
H S Salinas,Castro L,2010,1
H S Salinas,González Farías G,2010,1
H S Salinas,Arnold B C,2010,1
H S Salinas,Rivas L I,2010,1
H S Salinas,Passaro D J,2010,1
H S Salinas,Barroso P F,2010,1
H S Salinas,Famoye F,2010,1
H S Salinas,Venegas O,2010,1
H S Salinas,Henze N,2010,1
H S Salinas,Jones M C,2010,1
H S Salinas,Hutson A D,2010,1
H S Salinas,Jacobson L,2010,1
G Martinez Florez,Barroso P F,2010,1
G Martinez Florez,Fernández C,2010,1
G Martinez Florez,Hoover D R,2010,1
G Martinez Florez,Chmiel J S,2010,1
G Martinez Florez,Schneider M,2010,1
G Martinez Florez,Margolick J,2010,1
G Martinez Florez,Schwarz G E,2010,1
G Moreno Arenas,Castro L,2010,1
G Moreno Arenas,Martínez Flórez G,2010,3
G Moreno Arenas,Moulton L H,2010,1
G Moreno Arenas,Jones M C,2010,1
G Moreno Arenas,Martinez Maza O,2010,1
G Moreno Arenas,Teck-Onn L,2010,1
G Moreno Arenas,Hamid M A,2010,1
G Moreno Arenas,Tobín J,2010,1
J A Montoya,Murakami Y,2010,2
J A Montoya,Cheng R C H,2010,1
J A Montoya,Iles T C,2010,1
J A Montoya,Green E J,2010,1
J A Montoya,Roesch F A J,2010,1
J A Montoya,Kalbfleisch J D,2010,1
J A Montoya,Nadarajah S,2010,1
J A Montoya,Smith R L,2010,1
G Figueroa,Modhesh A A,2010,1
G Figueroa,Peacock B,2010,1
G Figueroa,Figueroa P G,2010,1
G Figueroa,Balakrishnan N,2010,1
G Figueroa,Kalbfleisch J D,2010,1
G Figueroa,Nadarajah S,2010,1
G Figueroa,Lund T,2010,1
G Figueroa,Naylor J C,2010,1
G Figueroa,Zheng H,2010,1
N Puksic,Barrera Núñez V,2010,1
N Puksic,Cheng R C H,2010,1
N Puksic,Smith A F M,2010,2
N Puksic,Lindsay B G,2010,1
N Puksic,Lindsey J K,2010,1
N Puksic,Murray A T,2010,1
N Puksic,Grubesic T H,2010,1
N Puksic,Raynal J,2010,1
N Puksic,Guevara J,2010,1
N Puksic,Serfling R J,2010,1
N Puksic,Smith R L,2010,1
N Puksic,Makov U,2010,1
N Puksic,Zheng H,2010,1
S S Ferreira,Speed T P,2010,1
D Ferreira,Nunes C,2010,1
D Ferreira,Zmyślony R,2010,4
D Ferreira,Mejza S,2010,1
C Nunes,Ramos P L,2010,2
C Nunes,Carvalho F M,2010,1
C Nunes,Ferreira S S,2010,2
C Nunes,Nunes C,2010,1
C Nunes,Zmyslony R,2010,1
J T Mexia,Bailey R A,2010,1
J T Mexia,Nunes C,2010,1
J T Mexia,Zmyślony R,2010,4
J T Mexia,Speed T P,2010,1
J T Mexia,Seely J A,2010,1
S Turkan,Kim W,2010,3
S Turkan,Speckman P,2010,1
S Turkan,Thomas W,2010,1
S Turkan,Toktamis Ö,2010,1
S Turkan,Mei C,2010,1
S Turkan,Zhu Z,2010,1
O Toktamis,Kim C,2010,4
O Toktamis,Pena D,2010,1
O Toktamis,Zhang J,2010,1
O Toktamis,Zhu Z,2010,1
Z Hussain,Arnab R,2010,1
Z Hussain,Guerts M D,2010,2
Z Hussain,Kim J M,2010,1
E Ali Shah,Bobovitch E,2010,1
E Ali Shah,Boukai B,2010,1
E Ali Shah,Mukherjee R,2010,1
E Ali Shah,Chow L P,2010,1
E Ali Shah,Reinmuth J E,2010,1
E Ali Shah,Kim J M,2010,1
E Ali Shah,Mangat N,2010,1
E Ali Shah,Warner S L,2010,1
J Shabbir,Aslam M,2010,1
J Shabbir,Barabesi L,2010,1
J Shabbir,Shah E A,2010,1
J Shabbir,Liu P,2010,1
J Shabbir,T,2010,1
M Riaz,Bar Lev S K,2010,1
M Riaz,Mukherjee R,2010,1
M Riaz,Metzger M B,2010,1
M Riaz,Larson E M,2010,1
M Riaz,Huang K C,2010,1
M Riaz,Hussain Z,2010,2
M Riaz,Shabbir J,2010,2
M Riaz,Shah E A,2010,1
M Riaz,Garcha B S,2010,1
M Riaz,Reinmuth J E,2010,1
M Riaz,Kim J M,2010,1
M Riaz,Zellner A,2010,1
A Akbar Jafari,Forbes W,2010,1
A Akbar Jafari,El-Gohary A,2010,1
A Akbar Jafari,Al-Otaibi A N,2010,1
A Akbar Jafari,Gradshteyn I S,2010,1
A Akbar Jafari,Kundu D,2010,1
A Akbar Jafari,Okamura H,2010,1
S Tahmasebi,Famoye F,2010,3
S Tahmasebi,Bemmaor A C,2010,1
S Tahmasebi,El-Gohary A,2010,1
S Tahmasebi,Olumolade O,2010,1
S Tahmasebi,Ryzhik I M,2010,1
S Tahmasebi,Johnson N L,2010,1
S Tahmasebi,Balakrishnan N,2010,1
S Tahmasebi,Ohishi K,2010,1
S Tahmasebi,Willemse W,2010,1
M Alizadeh,Aarset M V,2010,1
M Alizadeh,Bemmaor A C,2010,1
M Alizadeh,Forbes W,2010,1
M Alizadeh,Cordeiro G M,2010,5
M Alizadeh,Eugene N,2010,1
M Alizadeh,Johnson N L,2010,1
M Alizadeh,Silva G O,2010,1
A Asghar,Bahl S,2010,1
A Asghar,Tuteja R K,2010,1
A Asghar,Gupta S,2010,1
A Asghar,Ali Ahmed M,2010,1
A Asghar,Vishwakarma G,2010,1
A Asghar,Singh R S,2010,1
A Asghar,Subramani J,2010,1
A Sanaullah,Tuteja R K,2010,1
A Sanaullah,Gujarati D,2010,1
A Sanaullah,Shabbir J,2010,1
A Sanaullah,Laplace P S,2010,1
A Sanaullah,Murthy M N,2010,1
A Sanaullah,Noor-Ul Amin M,2010,1
A Sanaullah,Sharma P,2010,1
A Sanaullah,Solanki R S,2010,5
A Sanaullah,Vishwakarma G,2010,1
A Sanaullah,Chauhan P,2010,1
A Sanaullah,Kumarapandiyan G,2010,1
M Hanif,Smarandache F,2010,1
M Hanif,Kumarapandiyan G,2010,1
M Hanif,Yadav S K,2010,1
M Hanif,Kadilar C,2010,1
B Al Zahrani,Arnold B C,2010,1
B Al Zahrani,David H A,2010,1
B Al Zahrani,Alkhalfan L A,2010,1
B Al Zahrani,Kus C,2010,1
B Al Zahrani,Lee E T,2010,1
H Sagor,Al Awadhi S A,2010,1
H Sagor,Alice T,2010,1
H Sagor,Kus C,2010,1
H Sagor,Wang J W,2010,1
H Sagor,Olkin I,2010,1
G Martinez Florez,Farrell D,2010,1
C Barrera,Moreno-Arenas G,2010,1
C Barrera,Mateu Figueras G,2010,2
C Barrera,Pawlowsky Glahn V,2010,2
J A Gaviria,Cook R D,2010,3
J A Gaviria,Donev A N,2010,1
J A Gaviria,Tobias R D,2010,1
J A Gaviria,Watts D G,2010,1
J A Gaviria,Carroll R J,2010,1
J A Gaviria,Wong K P,2010,1
J A Gaviria,Poursat M,2010,1
J A Gaviria,Kiefer J,2010,2
J A Gaviria,López V,2010,1
J A Gaviria,Ramos R H M,2010,1
J A Gaviria,Funk G M,2010,1
J A Gaviria,R Development Core Team,2010,1
V I Lopez Rios,Cook R D,2010,3
V I Lopez Rios,Watts D G,2010,1
V I Lopez Rios,Carroll R J,2010,1
V I Lopez Rios,Dette H,2010,1
V I Lopez Rios,Wong K P,2010,1
V I Lopez Rios,Kiefer J,2010,2
V I Lopez Rios,Ramos R H M,2010,1
V I Lopez Rios,Ritz C,2010,1
V I Lopez Rios,Streibig J,2010,1
J I Velez,Benjamini Y,2010,2
J I Velez,Liu J Z,2010,1
J I Velez,Brown K M,2010,1
J I Velez,Montgomery G W,2010,1
J I Velez,Visscher P M,2010,1
J I Velez,Pollard K S,2010,1
J I Velez,Sackrowitz H,2010,1
J I Velez,Samuel Cahn E,2010,1
J I Velez,Serfling R J,2010,1
J I Velez,Shaffer J P,2010,1
J C Correa,Hochberg Y,2010,1
J C Correa,Bonferroni C E,2010,1
J C Correa,Carey V,2010,1
J C Correa,Slonim D,2010,1
J C Correa,Tamayo P,2010,2
J C Correa,Mcrae A F,2010,1
J C Correa,Medland S E,2010,1
J C Correa,Wray N R,2010,1
J C Correa,Lindgren C M,2010,1
J C Correa,Ridderstrale M,2010,1
J C Correa,Patterson N,2010,1
J C Correa,Groop L C,2010,1
J C Correa,Dudoit S,2010,1
J C Correa,Samuel Cahn E,2010,1
J C Correa,Shaffer J P,2010,1
M Arcos Burgos,Benjamini Y,2010,2
M Arcos Burgos,Berger R L,2010,1
M Arcos Burgos,Devroye L,2010,1
M Arcos Burgos,Gentleman R,2010,1
M Arcos Burgos,Carey V,2010,1
M Arcos Burgos,Mcrae A F,2010,1
M Arcos Burgos,Montgomery G W,2010,1
M Arcos Burgos,Ridderstrale M,2010,1
M Arcos Burgos,Patterson N,2010,1
M Arcos Burgos,Samuel Cahn E,2010,1
M Arcos Burgos,Serfling R J,2010,1
J Shabbir,Das A K,2010,1
J Shabbir,Haq A,2010,2
J Shabbir,Rao T,2010,1
J Shabbir,Searls D T,2010,1
J Shabbir,Sharma B,2010,1
J Shabbir,Smarandache F,2010,2
J Shabbir,Srivastava S K,2010,1
J Shabbir,Dickey D A,2010,1
J Shabbir,Sukhatme B V,2010,1
A Haq,Tuteja R K,2010,1
A Haq,Shabbir J,2010,1
A Haq,Kalidar C,2010,2
A Haq,Cingi H,2010,2
A Haq,Searls D T,2010,1
A Haq,Chauhan P,2010,2
A Haq,Srivnstava R S,2010,1
