Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,A Generalized Modified Weibull Distribution For Lifetime Modeling,Computational Statistics And Data Analysis,2008,2010,2015,2008.0,7.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,A New Family Of Generalized Distributions,Journal Of Statistical Computation And Simulation,2011,2010,2015,2011.0,4.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,Exponentiated Exponential Distribution: An Alternative To Gamma And Weibull Distributions,Biometrical Journal,2001,2010,2015,2001.0,14.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,Extreme Value Distributions: Theory And Applications,Imperial College Press,2000,2010,2015,2000.0,15.0
Cointegration Vector Estimation By Dols For A Three-Dimensional Panel,Revista Estadística de Colombia,2015,Determinants Of International Tourism: A Three Dimensional Panel Data Analysis,Applied Economics,2004,2010,2015,2004.0,11.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,Determining The Number Of Factors In The General Dynamic Factor Model,Journal Of The American Statistical Association,2007,2010,2015,2007.0,8.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,The Exponentiated Generalized Class Of Distributions,Journal Of Data Science,2013,2010,2015,2013.0,2.0
Simulation Studies Of A Hölder Perturbation In A New Estimator For Proportion Considering Extra-Binomial Variability,Revista Estadística de Colombia,2015,M-Estimation For Discrete Data: Asymptoptic Distribution Theory And Implications,The Annals Of Statistics,1987,2010,2015,1987.0,28.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,Weibull Models,John Wiley & Sons,2004,2010,2015,2004.0,11.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,The Beta Gumbel Distribution,Mathematical Problems In Engineering,2004,2010,2015,2004.0,11.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,The Exponentiated Lomax Poisson Distribution With An Application To Lifetime Data,Advances And Applications In Statistics,2013,2010,2015,2013.0,2.0
The Exponentiated Generalized Gumbel Distribution,Revista Estadística de Colombia,2015,On Families Of Beta- And Generalized Gamma-Generated Distributions And Associated Inference,Statistical Methodology,2009,2010,2015,2009.0,6.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,On The Double Weibull Distribution: Order Statistics And Estimation,Sankhya: The Indian Journal Of Statistics,1985,2010,2015,1985.0,30.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,Probabilidad Y Estadística Para Ingeniería Y Ciencias,Editorial Thomson,2005,2010,2015,2005.0,10.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,An Extension Of The Generalized Birnbaum-Saunders Distribution,Statistics Probability Letters,2009,2010,2015,2009.0,6.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,A New Extension Of The Exponential Distribution,Revista Colombiana De Estadística,2014,2010,2015,2014.0,1.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,Continuous Univariate Distributions,Wiley,1994,2010,2015,1994.0,21.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,Generalized Rayleigh Distribution: Different Methods Of Estimation,Computational Statistics And Data Analysis,2005,2010,2015,2005.0,10.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,An Extension Of The Half-Normal Distribution,Statistical Papers,2012,2010,2015,2012.0,3.0
Slashed Rayleigh Distribution,Revista Estadística de Colombia,2015,Inference For Reliability And Stress-Strength For A Scaled Burr Type X Distribution,Lifetime Data Analysis,2001,2010,2015,2001.0,14.0
Curves Extraction In Images,Revista Estadística de Colombia,2015,Character Recognition Systems,John Wiley & Sons,2007,2010,2015,2007.0,8.0
Curves Extraction In Images,Revista Estadística de Colombia,2015,Survey Over Image Thresholding Techniques And Quantitative Performance Evaluation,Journal Of Electronic Imaging,2004,2010,2015,2004.0,11.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Sparseltseigen: Rcppeigen Back End For Sparse Least Trimmed Squares Regression,R Package,2013,2010,2015,2013.0,2.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Conditioning Diagnostics: Collinearity And Weak Data In Regression,John Wiley & Sons,1991,2010,2015,1991.0,24.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Least Trimmed Squares In Nonlinear Regression Under Dependence,Journal Of Statistical Planning And Inference,2005,2010,2015,2005.0,10.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,An R Companion To Applied Regression,Sage University,2011,2010,2015,2011.0,4.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,The Feasible Solution Algorithm For Least Trimmed Squares Regression,Computational Statistics And Data Analysis,1994,2010,2015,1994.0,21.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Robust Ridge And Robust Liu Estimator For Regression Based On The Lts Estimator,Journal Of Applied Statistic,2013,2010,2015,2013.0,2.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Outlier-Induced Collinearities,Tecnometrics,1985,2010,2015,1985.0,30.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,R: A Language And Environment For Statistical Computing,R Foundation For Statistical Computing,2013,2010,2015,2013.0,2.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Computing The Exact Least Median Of Squares Estimate And Stability Diagnostics In Multiple Linear Regression,Siam Journal On Scientific Computing,1993,2010,2015,1993.0,22.0
Combining Some Biased Estimation Methods With Least Trimmed Squares Regression And Its Application,Revista Estadística de Colombia,2015,Role Of Categorical Variables In Multicollinearity In Linear Regression Model,Statistics University Of Munich,2007,2010,2015,2007.0,8.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,On A Use Of Mann-Whitney Statistics,Berkeley Symposium On Mathematical Statistics And Probability,1956,2010,2015,1956.0,59.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,A Distribution-Free Upper Confidence Bounds For P R(Y < X) Based On Independent Samples Of X And Y,The Annals Of Mathematical Statistics,1958,2010,2015,1958.0,57.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Multivariate Stress-Strength Reliability Model And Its Evaluation For Coherent Structures,Journal Of Multivariante Analysis,2008,2010,2015,2008.0,7.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Table Of Integrals Series And Products,Academic Press,1994,2010,2015,1994.0,21.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Estimation Of Reliability In A Multicomponent Stress-Strength Model In Weibull Case,Journal Of The Korean Society For Quality Management,1981,2010,2015,1981.0,34.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Optimal Reliability Modeling Principles And Applications,John Wiley & Sons,2003,2010,2015,2003.0,12.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Generalized Exponential Distribution,Revista Colombiana De Estadística,2012,2010,2015,2012.0,3.0
Classical And Bayesian Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Weibull Distribution,Revista Estadística de Colombia,2015,Estimation Of Reliability In Multicomponent Stress-Strength Model Based On Inverse Rayleigh Distribution,Journal Of Statistics Applications And Probability,2013,2010,2015,2013.0,2.0
Slashed Exponentiated Rayleigh Distribution,Revista Estadística de Colombia,2015,A Bayesian Analysis Of The Exponentiated-Weibull Distribution,Journal Of Applied Statistical Science,1999,2010,2015,1999.0,16.0
Slashed Exponentiated Rayleigh Distribution,Revista Estadística de Colombia,2015,Estimating The Dimension Of A Model,Annals Of Statistics,1978,2010,2015,1978.0,37.0
A Note On Generalized Exponential Type Estimator For Population Variance In Survey Sampling,Revista Estadística de Colombia,2015,Generalized Exponential Type Estimator For Population Variance In Survey Sampling,Revista Colombiana De Estadística,2014,2010,2015,2014.0,1.0
Fundamental Concepts On Classification And Statistical Implicative Analysis For Modal Variables,Revista Estadística de Colombia,2015,Analyse Implicative D’Un Ensemble De Variables Numériques; Application Au Traitement D’Un Questionnaire À Résponses Modales Ordonnées,Revue De Statistique Appliquée,1998,2010,2015,1998.0,17.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Optimal Designing Of A Skip-Lot Sampling Plan By Two Point Method,Pakistan Journal Of Statistics,2010,2010,2015,2010.0,5.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Quality Control,Pearson-Prentice Hall,2004,2010,2015,2004.0,11.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Improving The Performance Of Manufacturing Systems With Continuous Sampling Plans,Iie Transactions,2013,2010,2015,2013.0,2.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Skip-Lot Sampling Plans,Quality,1980,2010,2015,1980.0,35.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Assessing Acceptance Sampling Application In Electrical And Electronic Product,Journal Of Achievements In Materials And Manufacturing Engineering,2008,2010,2015,2008.0,7.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,A Sampling Inspection Plan For Continuous Production,The Annals of Mathematical Statistics,1943,2010,2015,1943.0,72.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Process-Targeting Model For A Product With Two Dependent Quality Characteristics Using Acceptance Sampling Plans,International Journal Of Production Research,2009,2010,2015,2009.0,6.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Skip-Lot Sampling Inspection Plan Combined With Mil-Std,Reports Of Statistical Application Research,1967,2010,2015,1967.0,48.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,A Modified Skip-Lot Sampling Plan,Journal Of Quality Technology,1981,2010,2015,1981.0,34.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,Is Sampling By Variables Worse Than Sampling By Attributes? A Decision Theoretic Analysis And A New Mixed Strategy For Inspecting Individual Lots,Sankhya: The Indian Journal Of Statistics,1997,2010,2015,1997.0,18.0
Design Of Sksp-R Variables Sampling Plans,Revista Estadística de Colombia,2015,How To Perform Continuous Sampling (Csp) In Asqc Basic References In Quality Control Statistical Techniques,American Society For Quality,1979,2010,2015,1979.0,36.0
Global Polynomial Kernel Hazard Estimation,Revista Estadística de Colombia,2015,Bandwidth Selection In Marker Dependent Kernel Hazard Estimation,Computational Statistics And Data Analysis,2013,2010,2015,2013.0,2.0
