Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,Ranking Hazarduous Chemicals With A Heuristic Approach To Reduce Isolated Objectds In Hasse Diagrams-Multi-Indicator Systems And Modelling In Partial Order,Springer-Verlag,2014,2010,2014,2014.0,0.0
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,Ordered Sets And Social Sciences,Ordered Sets,1982,2010,2014,1982.0,32.0
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,Parsec: An R Package For Poset-Based Evaluation Of Multidimensional Poverty-Multi-Indicator Systems And Modelling In Partial Order,Springer-Verlag,2014,2010,2014,2014.0,0.0
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,From Composite Indicators To Partial Order: Evaluating Socio-Economic Phenomena Through Ordinal Data-Quality Of Life In Italy: Research And Reflections,Social Indicators Research Series,2012,2010,2014,2012.0,2.0
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,Hasse Diagrams As Explanatory Tool In Environmental Data Mining: A Case Study-Multicriteria Ordering And Ranking: Partial Orders - Ambiguities And Applied Issues,Systems Research Institute Polish Academy Of Sciences,2008,2010,2014,2008.0,6.0
Visualizing Partially Ordered Sets For Socioeconomic Analysis,Revista Estadística de Colombia,2014,Self- And Super-Organizing Maps In R: The Kohonen Package,Journal Of Statistical Software,2007,2010,2014,2007.0,7.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Assessing Students Accounting Knowledge: A Structural Approach,Journal Of Education For Business,2001,2010,2014,2001.0,13.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,The Study Of The Pupil’S Cognitive Structure: The Concept Of Angle,European Journal Of Psychology Of Education,2013,2010,2014,2013.0,1.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Searching For Intellectual Turning Points: Progressive Knowledge Domain Visualization,,2004,2010,2014,2004.0,10.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Enhancement Of Student Learning Performance Using Personalized Diagnosis And Remedial Learning System,Computers And Education,2011,2010,2014,2011.0,3.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,A Computer-Based Approach For Translating Text Into Concept Map-Like Representations,International Conference On Concept Mapping,2004,2010,2014,2004.0,10.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,A Computer-Based Approach For Deriving And Measuring Individual And Team Knowledge Structure From Essay Questions,Journal Of Educational Computing Research,2007,2010,2014,2007.0,7.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Predicting Judgment Time From Measures Of Psychological Proximity,Journal Of Experimental Psychology: Learning Memory And Cognition,1992,2010,2014,1992.0,22.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Evaluating Cognitive Training Outcomes: Validity And Utility Of Structural Knowledge Assessment,Journal Of Business And Psychology,2003,2010,2014,2003.0,11.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Knowledge Structures Of Entering Computer Networking Students And Their Instructors,Journal Of Information Technology Education,2007,2010,2014,2007.0,7.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Cross-Validation Study Of Methods And Technologies To Assess Mental Models In A Complex Problem Solving Situation,Computers In Human Behavior,2012,2010,2014,2012.0,2.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Comparing Several Human And Computer-Based Methods For Scoring Concept Maps And Essays,Journal Of Educational Computing Research,2005,2010,2014,2005.0,9.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Promoting Conceptual Change Of Learning Sorting Algorithm Through The Diagnosis Of Mental Models: The Effects Of Gender And Learning Styles,Computers And Education,2010,2010,2014,2010.0,4.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Using Student Feedback To Construct An Assessment Rubric For A Concept Map In Physiology,American Journal in Physiology,2005,2010,2014,2005.0,9.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Comparing The Effect Of Reflections Written Exercises And Multimedia Instruction To Address Learners - Misconceptions Using Structural Assessment Of Knowledge,University Of Ottawa,2012,2010,2014,2012.0,2.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Pathfinder Associative Networks: Studies In Knowledge Organization,Ablex Publishing Corporation,1990,2010,2014,1990.0,24.0
Exploring The Mobile Structural Assessment Tool: Concept Maps For Learning Website,Revista Estadística de Colombia,2014,Differences In Knowledge Networks About Acids And Bases Of Year-12 Undergraduate And Postgraduate Chemistry Students,Research In Science Education,1998,2010,2014,1998.0,16.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,General Classes Of Influence Measures For Multivariate Regression,Journal Of The American Statistical Association,1992,2010,2014,1992.0,22.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Elements Of Continuous Multivariate Analysis,Addison Wesley,1969,2010,2014,1969.0,45.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Hypothesis Tests For Multivariate Linear Models Using The Car Package,The R Journal,2013,2010,2014,2013.0,1.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,He Plots For Repeated Measure Designs,Journal Of Statistical Software,2010,2010,2014,2010.0,4.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Elliptical Insights: Understanding Statistical Methods Through Elliptical Geometry,Statistical Science,2013,2010,2014,2013.0,1.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Let’S Practice What We Teach: Turning Tables Into Graphs,The American Statistician,2002,2010,2014,2002.0,12.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Robust Estimates Residuals And Outlier Detection With Multiresponse Data,Biometrics,1972,2010,2014,1972.0,42.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Discussion Of Outliers,Tecnometrics,1983,2010,2014,1983.0,31.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Geometry Of Multiple Regression And Interactive 3-D Graphics,Sage University,1990,2010,2014,1990.0,24.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,R: A Language And Environment For Statistical Computing,R Foundation For Statistical Computing,2013,2010,2014,2013.0,1.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,Multivariate Analysis With Applications In Education And Psychology,Wadsworth & Brooks/Cole,1975,2010,2014,1975.0,39.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,An Analysis Of Transformations,Journal of The Royal Statistical Society,1964,2010,2014,1964.0,50.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,Dynamic Graphics For Statistics,Wadsworth & Brooks/Cole,1988,2010,2014,1988.0,26.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,Visualizing Data,Hobart Press,1994,2010,2014,1994.0,20.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,Interactive And Dynamic Graphics For Data Analysis,Springer,2007,2010,2014,2007.0,7.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,Stats: Data And Models,Pearson,2012,2010,2014,2012.0,2.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,Eda And The Internet,Technical Report Spss,2001,2010,2014,2001.0,13.0
Dynamic-Interactive Graphics For Statistics (26 Years Later),Revista Estadística de Colombia,2014,The Grammar Of Graphics,Springer,2005,2010,2014,2005.0,9.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,A Robust Measure Of Skewness,Journal Of Computational & Graphical Statistics,2004,2010,2014,2004.0,10.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,Parameter Estimation In Sar Imagery Using Stochastic Distances,Tsukuba,2013,2010,2014,2013.0,1.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,An Adjusted Boxplot For Skewed Distributions,Computational Statistics And Data Analysis,2008,2010,2014,2008.0,6.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,Classification Of Sar Images Using A General And Tractable Multiplicative Model,International Journal Of Remote Sensing,2003,2010,2014,2003.0,11.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,A Bandwidth Selection For Kernel Density Estimation Of Functions Of Random Variables,Computational Statistics And Data Analysis,2004,2010,2014,2004.0,10.0
Hierarchical Graphical Bayesian Models In Psychology,Revista Estadística de Colombia,2014,Some History Of The Hierarchical Bayesian Methodology,Trabajos De Estadística Y De Investigación Operativa,1980,2010,2014,1980.0,34.0
Recent Advances In Visualizing Multivariate Linear Models,Revista Estadística de Colombia,2014,The Use Of Multiple Measurements In Taxonomic Problems,Annals Of Eugenics,1936,2010,2014,1936.0,78.0
Visualization Of Skewed Data: A Tool In R,Revista Estadística de Colombia,2014,A Model For Extremely Heterogeneous Clutter,Ieee Transactions On Geoscience And Remote Sensing,1997,2010,2014,1997.0,17.0
Statistical Graphics For Survey Weights,Revista Estadística de Colombia,2014,Struggles With Survey Weighting And Regression Modeling,Statistical Science,2007,2010,2014,2007.0,7.0
Statistical Graphics For Survey Weights,Revista Estadística de Colombia,2014,Post Stratification,Journal of The Royal Statistical Society,1979,2010,2014,1979.0,35.0
Statistical Graphics For Survey Weights,Revista Estadística de Colombia,2014,Practical Methods For Design And Analysis Of Complex Surveys,Wiley,2004,2010,2014,2004.0,10.0
Statistical Graphics For Survey Weights,Revista Estadística de Colombia,2014,Fragile Families: Sample And Design,Children And Youth Services Review,2001,2010,2014,2001.0,13.0
Statistical Graphics For Survey Weights,Revista Estadística de Colombia,2014,Bayesian Nonparametric Weighted Sampling Inference,Bayesian Analysis,2014,2010,2014,2014.0,0.0
Simulation Studies Of A Hölder Perturbation In A New Estimator For Proportion Considering Extra-Binomial Variability,Revista Estadística de Colombia,2015,Complex Analytic Methods For Partial Differential Equations: An Introductory Text,World Scientific Publishing,1994,2010,2015,1994.0,21.0
Simulation Studies Of A Hölder Perturbation In A New Estimator For Proportion Considering Extra-Binomial Variability,Revista Estadística de Colombia,2015,The Use Of A Correlated Binomial Model For The Analysis Of Certain Toxicological Experiments,Biometrics,1998,2010,2015,1998.0,17.0
Simulation Studies Of A Hölder Perturbation In A New Estimator For Proportion Considering Extra-Binomial Variability,Revista Estadística de Colombia,2015,Minimum Hellinger Distance Estimation For The Analysis Of Count Data,Journal Of The American Statistical Association,1987,2010,2015,1987.0,28.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Inventory Models Involving Lead Time As A Decision Variable,Journal Of The Operational Research Society,1994,2010,2015,1994.0,21.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Multi-Attribute Classification Method For Spare Parts Inventory Management,Journal Of Quality In Maintenance Engineering,2004,2010,2015,2004.0,11.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,A New Goodness-Of-Fit Test For Censored Data With An Application In Monitoring Processes,Communications In Statistics - Simulation And Computation,2009,2010,2015,2009.0,6.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Using The Gamma Distribution To Model Demand When Lead Time Is Random,Journal Of Business Logistics,1995,2010,2015,1995.0,20.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Production Smoothing By Balancing Capacity Utilization And Advance Orders,Journal Of Business Logistics,2009,2010,2015,2009.0,6.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Toward An Inventory Control System Under Non-Normal Demand And Lead Time Uncertainty,Journal Of Business Logistics,1989,2010,2015,1989.0,26.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Birnbaumsaunders Regression Model: A New Approach,Statistical Modelling,2014,2010,2015,2014.0,1.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,New Control Charts Based On The Birnbaum-Saunders Distribution And Their Implementation,Revista Colombiana De Estadística,2011,2010,2015,2011.0,4.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Exact Fill Rates For (R; S; S) Inventory Control With Gamma Distributed Demand,Journal Of The Operational Research Society,2002,2010,2015,2002.0,13.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Robust Statistical Modeling Using The Birnbaum-Saunders-T Distribution Applied To Insurance,Applied Stochastic Models In Business And Industry,2012,2010,2015,2012.0,3.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Abc Inventory Classification With Multiple-Criteria Using Weighted Linear Optimization,Computers And Operations Research,2006,2010,2015,2006.0,9.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,"An Extended Birnbaum-Saunders Model And Its Application In The Study Of Environmental Quality In Santiago, Chile",Stochastic Environmental Research And Risk Assessment,2010,2010,2015,2010.0,5.0
Optimization Of Contribution Margins In Food Services By Modeling Independent Component Demand,Revista Estadística de Colombia,2015,Inventory Management In Supply Chain: Decisions And Quantitative Models,Atlas,2011,2010,2015,2011.0,4.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,A Class Of Location-Scale Nonparametric Tests,Biometrika,1976,2010,2015,1976.0,39.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,Supremum Version Of The Logrank And Generalized Ilcoxon Statistics,Journal Of The American Statistical Association,1987,2010,2015,1987.0,28.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,Some Notes On The Location-Scale Cucconi Test,Journal Of Non Parametric Statistics,2009,2010,2015,2009.0,6.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,A Combined Test For Differences In Scale Based On The Interquantile Range,Statistical Papers,2012,2010,2015,2012.0,3.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,A Distribution Free Test For The Equality Of Scales,Communications In Statistics - Simulation And Computation,2012,2010,2015,2012.0,3.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,A Two-Sample Anderson-Darling Rank Statistic,Biometrika,1976,2010,2015,1976.0,39.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,Critical Values For Testing Location-Scale Hypothesis,Measurement Science Review,2009,2010,2015,2009.0,6.0
Nonparametric Simultaneous Test Procedures,Revista Estadística de Colombia,2015,The Methods Of Statistics,Williams And Norgate,1931,2010,2015,1931.0,84.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Fitting A Nonlinear Model To The Precipitation Variable In A Colombian Hydrological/Meteorological Station,Revista Colombiana De Estadística,2005,2010,2015,2005.0,10.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Bayesian Model Choice Via Markov Chain Monte Carlo Methods,Journal of The Royal Statistical Society,1995,2010,2015,1995.0,20.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Theory And Applications Of Tar Model With Two Threshold Variables,Econometric Review,2012,2010,2015,2012.0,3.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Modeling Bivariate Threshold Autoregressive Processes In The Presence Of Missing Data,Communication In Statistics – Theory And Methods,2005,2010,2015,2005.0,10.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Testing Linearity Against A Univariate Tar Specification In Time Series With Missing Data,Revista Colombiana De Estadística,2011,2010,2015,2011.0,4.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,Testing And Modeling Multivariate Threshold Models,Journal Of The American Statistical Association,1998,2010,2015,1998.0,17.0
Tar Modeling With Missing Data When The White Noise Process Follows A Student’S T-Distribution,Revista Estadística de Colombia,2015,On Sampling The Degree-Of-Freedom Of Student’S-T Disturbances,Statistics And Probability Letters,2001,2010,2015,2001.0,14.0
Accounting For Model Selection Uncertainty: Model Averaging Of Prevalence And Force Of Infection Using Fractional Polynomials,Revista Estadística de Colombia,2015,Categorical Data Analysis,John Wiley & Sons,2002,2010,2015,2002.0,13.0
Accounting For Model Selection Uncertainty: Model Averaging Of Prevalence And Force Of Infection Using Fractional Polynomials,Revista Estadística de Colombia,2015,Model Averaging Using Fractional Polynomials To Estimate A Safe Level Of Exposure,Risk Analysis,2007,2010,2015,2007.0,8.0
Accounting For Model Selection Uncertainty: Model Averaging Of Prevalence And Force Of Infection Using Fractional Polynomials,Revista Estadística de Colombia,2015,Modeling Forces Of Infection For Measles Mumps And Rubella,Statistics In Medicine,1990,2010,2015,1990.0,25.0
Accounting For Model Selection Uncertainty: Model Averaging Of Prevalence And Force Of Infection Using Fractional Polynomials,Revista Estadística de Colombia,2015,Modeling Infectious Disease Parameters Based On Serological And Social Contact Data,Springer,2012,2010,2015,2012.0,3.0
Cointegration Vector Estimation By Dols For A Three-Dimensional Panel,Revista Estadística de Colombia,2015,The Effects Of Structural Reforms On Productivity And Profitability Enhancing Reallocation: Evidence From Colombia,Journal Of Development Economics,2004,2010,2015,2004.0,11.0
Cointegration Vector Estimation By Dols For A Three-Dimensional Panel,Revista Estadística de Colombia,2015,Productividad Regional Y Sectorial En Colombia: Análisis Utilizando Datos De Panel,Ensayos Sobre Política Económica,2007,2010,2015,2007.0,8.0
Cointegration Vector Estimation By Dols For A Three-Dimensional Panel,Revista Estadística de Colombia,2015,Asymptotically Efficient Estimation Of Cointegration Regressions,Econometric Theory,1991,2010,2015,1991.0,24.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,A New Approach For Selecting The Number Of Factors,Computational Statistics And Data Analysis,2010,2010,2015,2010.0,5.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,Finite-Sample Sizes Of Johansen’S Likelihood Ratio Tests For Cointegration,Oxford Bulletin Of Economics,1993,2010,2015,1993.0,22.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,Residual-Based Tests For Fractional Cointegration: A Monte Carlo Study,Journal Of Time Series Analysis,2000,2010,2015,2000.0,15.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,Portfolio Immunization Using Independent Component Analysis,The Spanish Review Of Financial Economics,2010,2010,2015,2010.0,5.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,A Parametric Estimation Method For Dynamic Factor Models Of Large Dimensions,Journal Of Time Series Analysis,2009,2010,2015,2009.0,6.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,Cointegrating Regressions With Messy Regressors And An Application To Mixed-Frecuency Series,Journal Of Time Series Analysis,2010,2010,2015,2010.0,5.0
Identification Of Common Factors In Multivariate Time Series Modeling,Revista Estadística de Colombia,2015,New Improved Tests For Cointegration With Structural Breaks,Journal Of Time Series Analysis,2006,2010,2015,2006.0,9.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,A Class Of Distributions Which Includes The Normal Ones,Scandinavian Journal Of Statistics,1985,2010,2015,1985.0,30.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,The Skew-Normal Distribution And Related Multivariate Families (With Discussion),Scandinavian Journal Of Statistics,2005,2010,2015,2005.0,10.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,A Bayesian Approach To The Importance Of Assumptions Applied To The Comparison Of Variances,Biometrika,1964,2010,2015,1964.0,51.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,Statistical Diagnostics For Nonlinear Regression Models Based On Scale Mixtures Of Skew Normal Distributions,Journal Of Statistical Computation And Simulation,2013,2010,2015,2013.0,2.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,Testing For Normality,Biometrika,1947,2010,2015,1947.0,68.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,Quadratic Forms In Skew Normal Variates,Journal Of Mathematical Analysis And Applications,2002,2010,2015,2002.0,13.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,Robust Statistics,John Wiley,1981,2010,2015,1981.0,34.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,A Comparative Study For The Location And Scale Parameters Of The Weibull Distribution With Given Shape Parameter,Computers And Geosciences,2008,2010,2015,2008.0,7.0
Estimation And Testing In One-Way Anova When The Errors Are Skew-Normal,Revista Estadística de Colombia,2015,Likelihood Based Inference For Skew-Normal Independent Linear Mixed Models,Statistica Sinica,2010,2010,2015,2010.0,5.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Likelihood Ratio Tests In Linear Mixed Models With One Variance Component,Journal of The Royal Statistical Society,2004,2010,2015,2004.0,11.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Optimal Statistical Decisions,Mcgraw Hills Publication Company,1970,2010,2015,1970.0,45.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Maximum Likelihood From Incomplete Data Via The Em Algorithm,Journal of The Royal Statistical Society,1977,2010,2015,1977.0,38.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Likelihood Ratio Tests For Variance Components In Linear Mixed Models,Journal Of Statistical Planning And Inference,2009,2010,2015,2009.0,6.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Statistical Analysis With Missing Data,Wiley,2002,2010,2015,2002.0,13.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,On Estimating Standard Errors In Multilevel Analysis,The Statistician,2000,2010,2015,2000.0,15.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Editorial: Model Selection And Efficiency Is ‘Which Model? The Right Question?,Journal of The Royal Statistical Society,2005,2010,2015,2005.0,10.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Which Model? Is The Wrong Question,Statistica Neerlandica,2012,2010,2015,2012.0,3.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Equivalent Sample Size And Equivalent Degrees Of Freedom Refinements For Inference Using Survey Weights Under Superpopulation Models,Journal Of The American Statistical Association,1992,2010,2015,1992.0,23.0
Decision Theory For The Variance Ratio In One-Way Anova With Random Effects,Revista Estadística de Colombia,2015,Multiple Imputation For Nonresponse In Surveys,Wiley,2002,2010,2015,2002.0,13.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Estimation In The Presence Of Measurement Error,International Statistical Review,1995,2010,2015,1995.0,20.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Survey Errors And Survey Costs,Wiley,1989,2010,2015,1989.0,26.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,The Problem Of Non-Response In Sample Surveys,Journal Of The American Statistical Association,1946,2010,2015,1946.0,69.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Estimation In The Presence Of Non-Response And Measurement Errors Proceedings Of The Third Baltic,Nortic Conference In Survey Statistics Norrfällsviken,2011,2010,2015,2011.0,4.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Differentiation In Metropolitan Areas,American Sociological Review,1954,2010,2015,1954.0,61.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Classical And Model Based Estimators For Forest Inventory,Silva Fennica,1994,2010,2015,1994.0,21.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Statistical Analysis Of Ratio Estimators And Their Estimators Of Variances When The Auxiliary Variate Is Measured With Error,European Journal Of Forest Research,2010,2010,2015,2010.0,5.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Ratio Method Of Estimation In The Presence Of Measurement Errors,Journal Of The Indian Society Of Agricultural Statistics,1997,2010,2015,1997.0,18.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Class(Es) Of Factor-Type Estimator(S) In Presence Of Measurement Error,Journal Of Modern Applied Statistical Methods,2012,2010,2015,2012.0,3.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,Estimation Of Mean Ratio And Product Using Auxiliary Information In The Presence Of Measurement Errors In Sample Surveys,Journal Of Statistical Theory And Practice,2010,2010,2015,2010.0,5.0
Estimation Of Population Mean In The Presence Of Non-Response And Measurement Error,Revista Estadística de Colombia,2015,A Regression Approach To The Estimation Of The Finite Population Mean In The Presence Of Non-Response,Australian And New Zealand Journal Of Statistics,2008,2010,2015,2008.0,7.0
Estimating Population Proportions By Means Of Calibration Estimators,Revista Estadística de Colombia,2015,Estimators And Confidence Intervals For The Proportion Using Binary Auxiliary Information With Applications To Pharmaceutical Studies,Journal Of Biopharmaceutical Statistics,2011,2010,2015,2011.0,4.0
Estimating Population Proportions By Means Of Calibration Estimators,Revista Estadística de Colombia,2015,A Family Of Estimators Of Finitepopulation Distribution Functions Using Auxiliary Information,Acta Applicandae Mathematica,2008,2010,2015,2008.0,7.0
Estimating Population Proportions By Means Of Calibration Estimators,Revista Estadística de Colombia,2015,Generalized Calibration Approach For Estimating Variance In Survey Sampling,Annals Of The Institute Of Statistical Mathematics,2001,2010,2015,2001.0,14.0
Estimating Population Proportions By Means Of Calibration Estimators,Revista Estadística de Colombia,2015,A Model-Calibration Approach To Using Complete Auxiliary Information From Survey Data,Journal Of The American Statistical Association,2001,2010,2015,2001.0,14.0
Optimization Of Spearman’S Rho,Revista Estadística de Colombia,2015,An Introduction To Copulas,Springer,2006,2010,2015,2006.0,9.0
Optimization Of Spearman’S Rho,Revista Estadística de Colombia,2015,Probabilistic Metric Spaces,Elsevier,1983,2010,2015,1983.0,32.0
Optimization Of Spearman’S Rho,Revista Estadística de Colombia,2015,Random Variables Joint Distribution Functions And Copulas,Kybernetika,1973,2010,2015,1973.0,42.0
